trade_id,year,region1,region2,industry1,industry2,amount,total_employment_value,employment_count,unique_employment_factors,economic/employment,employment_People,employment_Hours,employment_intensity
5065,2022,IN,IN,FORES,NONSP,0.05,1402.273,1.0,1.0,1402.273,0.0,1402.273,28045.46
5001,2022,IN,IN,FORES,ALUM1,0.05,1399.872,1.0,1.0,1399.872,0.0,1399.872,27997.44
10626,2022,IN,IN,RAWMI,MEAT4,0.05,1389.15,1.0,1.0,1389.15,0.0,1389.15,27783.0
3352,2022,IN,IN,EDUCA,TEXTI,0.03,1378.31,2.0,2.0,1378.31,0.0,1378.31,45943.666667
9266,2022,IN,IN,PLANT,LEAD1,0.05,1348.89,1.0,1.0,1348.89,0.0,1348.89,26977.8
13116,2022,IN,IN,WHEAT,CONST,0.03,1337.967,2.0,2.0,1337.967,0.0,1337.967,44598.9
8810,2022,IN,IN,PADDY,WEARI,0.07,1301.113,1.0,1.0,1301.113,0.0,1301.113,18587.328571
5872,2022,IN,IN,HOTEL,SECO9,0.09,1300.734,1.0,1.0,1300.734,0.0,1300.734,14452.6
5070,2022,IN,IN,FORES,PETRO,0.05,1295.678,1.0,1.0,1295.678,0.0,1295.678,25913.56
9575,2022,IN,IN,POULT,FOOD5,0.05,1295.338,1.0,1.0,1295.338,0.0,1295.338,25906.76
6363,2022,IN,IN,LANDT,BKBPE,0.02,1292.429,2.0,2.0,1292.429,335.368,957.061,64621.45
9993,2022,IN,IN,PRIVA,TRAN1,0.09,1289.889,1.0,1.0,1289.889,0.0,1289.889,14332.1
12951,2022,IN,IN,VEGET,RADIO,0.01,1288.479,4.0,4.0,1288.479,359.373,929.106,128847.9
11494,2022,IN,IN,SALEM,NFERT,0.07,1274.808,1.0,1.0,1274.808,0.0,1274.808,18211.542857
10615,2022,IN,IN,RAWMI,GLASS,0.04,1258.728,1.0,1.0,1258.728,0.0,1258.728,31468.2
9275,2022,IN,IN,PLANT,MEATP,0.05,1250.463,1.0,1.0,1250.463,0.0,1250.463,25009.26
13166,2022,IN,IN,WHEAT,REALE,0.02,1241.346,2.0,2.0,1241.346,0.0,1241.346,62067.3
2772,2022,IN,IN,CROPS,LUBRI,0.02,1229.435,3.0,3.0,1229.435,240.885,988.55,61471.75
1783,2022,IN,IN,CEREA,CONST,0.07,1221.642,1.0,1.0,1221.642,0.0,1221.642,17452.028571
1809,2022,IN,IN,CEREA,MEAT1,0.07,1219.174,1.0,1.0,1219.174,0.0,1219.174,17416.771429
8738,2022,IN,IN,OILSE,SUGA1,0.08,1210.708,1.0,1.0,1210.708,0.0,1210.708,15133.85
2742,2022,IN,IN,CROPS,COKEO,0.02,1203.668,3.0,3.0,1203.668,235.837,967.831,60183.4
9871,2022,IN,IN,PRIVA,93197,0.08,1174.666,1.0,1.0,1174.666,0.0,1174.666,14683.325
9888,2022,IN,IN,PRIVA,CATTL,0.08,1161.089,1.0,1.0,1161.089,0.0,1161.089,14513.6125
12953,2022,IN,IN,VEGET,REFI1,0.01,1138.588,4.0,4.0,1138.588,317.566,821.021,113858.8
12897,2022,IN,IN,VEGET,COKIN,0.01,1134.373,4.0,4.0,1134.373,316.391,817.982,113437.3
9968,2022,IN,IN,PRIVA,PRECI,0.08,1134.31,1.0,1.0,1134.31,0.0,1134.31,14178.875
4848,2022,IN,IN,FISHF,NONSP,0.01,1126.432,3.0,3.0,1126.432,220.704,905.728,112643.2
13106,2022,IN,IN,WHEAT,BIODI,0.02,1108.463,2.0,2.0,1108.463,0.0,1108.463,55423.15
8730,2022,IN,IN,OILSE,RADIO,0.07,1104.144,1.0,1.0,1104.144,0.0,1104.144,15773.485714
10628,2022,IN,IN,RAWMI,MEATC,0.03,1054.387,1.0,1.0,1054.387,0.0,1054.387,35146.233333
2743,2022,IN,IN,CROPS,COKIN,0.01,1054.087,3.0,3.0,1054.087,206.529,847.557,105408.7
4852,2022,IN,IN,FISHF,PETRO,0.01,1040.858,3.0,3.0,1040.858,203.937,836.921,104085.8
11156,2022,IN,IN,RETA1,URANI,0.02,1033.583,2.0,2.0,1033.583,265.372,768.211,51679.15
9293,2022,IN,IN,PLANT,POSTT,0.04,1029.729,1.0,1.0,1029.729,0.0,1029.729,25743.225
8708,2022,IN,IN,OILSE,MEATP,0.07,1019.943,1.0,1.0,1019.943,0.0,1019.943,14570.614286
9573,2022,IN,IN,POULT,FISH5,0.04,1015.06,1.0,1.0,1015.06,0.0,1015.06,25376.5
9956,2022,IN,IN,PRIVA,OFFIC,0.07,1003.153,1.0,1.0,1003.153,0.0,1003.153,14330.757143
8696,2022,IN,IN,OILSE,HOTEL,0.07,993.199,1.0,1.0,993.199,0.0,993.199,14188.557143
11505,2022,IN,IN,SALEM,PLANT,0.05,985.222,1.0,1.0,985.222,0.0,985.222,19704.44
8743,2022,IN,IN,OILSE,WEARI,0.06,977.644,1.0,1.0,977.644,0.0,977.644,16294.066667
1800,2022,IN,IN,CEREA,HEAVY,0.05,971.103,1.0,1.0,971.103,0.0,971.103,19422.06
5856,2022,IN,IN,HOTEL,PRIVA,0.06,938.579,1.0,1.0,938.579,0.0,938.579,15642.983333
9568,2022,IN,IN,POULT,CEMEN,0.03,932.223,1.0,1.0,932.223,0.0,932.223,31074.1
12941,2022,IN,IN,VEGET,PETRO,0.01,931.843,4.0,4.0,931.843,259.903,671.94,93184.3
11447,2022,IN,IN,SALEM,CHARC,0.05,928.514,1.0,1.0,928.514,0.0,928.514,18570.28
1776,2022,IN,IN,CEREA,CEMEN,0.05,918.147,1.0,1.0,918.147,0.0,918.147,18362.94
1777,2022,IN,IN,CEREA,CERAM,0.05,864.927,1.0,1.0,864.927,0.0,864.927,17298.54
5087,2022,IN,IN,FORES,REFIN,0.03,864.827,1.0,1.0,864.827,0.0,864.827,28827.566667
11491,2022,IN,IN,SALEM,NAPHT,0.05,861.804,1.0,1.0,861.804,0.0,861.804,17236.08
5102,2022,IN,IN,FORES,VEGET,0.03,838.86,1.0,1.0,838.86,0.0,838.86,27962.0
3310,2022,IN,IN,EDUCA,GLASS,0.02,838.69,2.0,2.0,838.69,0.0,838.69,41934.5
11091,2022,IN,IN,RETA1,LEADZ,0.01,818.514,2.0,2.0,818.514,210.153,608.36,81851.4
1848,2022,IN,IN,CEREA,SUGA1,0.04,812.627,1.0,1.0,812.627,0.0,812.627,20315.675
2785,2022,IN,IN,CROPS,NATUR,0.01,806.598,3.0,3.0,806.598,158.038,648.56,80659.8
9281,2022,IN,IN,PLANT,NONF1,0.03,797.132,1.0,1.0,797.132,0.0,797.132,26571.066667
3315,2022,IN,IN,EDUCA,IRONO,0.02,786.911,2.0,2.0,786.911,0.0,786.911,39345.55
9873,2022,IN,IN,PRIVA,ALUM1,0.05,785.167,1.0,1.0,785.167,0.0,785.167,15703.34
11525,2022,IN,IN,SALEM,SECO9,0.04,781.963,1.0,1.0,781.963,0.0,781.963,19549.075
1798,2022,IN,IN,CEREA,GLASS,0.04,756.209,1.0,1.0,756.209,0.0,756.209,18905.225
11520,2022,IN,IN,SALEM,RETA1,0.04,753.398,1.0,1.0,753.398,0.0,753.398,18834.95
5049,2022,IN,IN,FORES,LUBRI,0.03,743.886,1.0,1.0,743.886,0.0,743.886,24796.2
1839,2022,IN,IN,CEREA,REALE,0.04,739.4,1.0,1.0,739.4,0.0,739.4,18485.0
13146,2022,IN,IN,WHEAT,NAPHT,0.01,739.249,2.0,2.0,739.249,0.0,739.249,73924.9
9577,2022,IN,IN,POULT,GASDI,0.03,738.385,1.0,1.0,738.385,0.0,738.385,24612.833333
10589,2022,IN,IN,RAWMI,BITU1,0.02,730.129,1.0,1.0,730.129,0.0,730.129,36506.45
9231,2022,IN,IN,PLANT,ANIMA,0.03,728.018,1.0,1.0,728.018,0.0,728.018,24267.266667
8714,2022,IN,IN,OILSE,NONME,0.05,718.303,1.0,1.0,718.303,0.0,718.303,14366.06
12954,2022,IN,IN,VEGET,REFIN,0.01,714.538,4.0,4.0,714.538,199.293,515.244,71453.8
9877,2022,IN,IN,PRIVA,BASIC,0.05,699.974,1.0,1.0,699.974,0.0,699.974,13999.48
11485,2022,IN,IN,SALEM,MEATC,0.04,698.172,1.0,1.0,698.172,0.0,698.172,17454.3
9262,2022,IN,IN,PLANT,HEAVY,0.03,695.056,1.0,1.0,695.056,0.0,695.056,23168.533333
4863,2022,IN,IN,FISHF,REFIN,0.01,694.717,3.0,3.0,694.717,136.117,558.6,69471.7
12922,2022,IN,IN,VEGET,LUBRI,0.0,694.269,4.0,4.0,694.269,193.64,500.629,0.0
9596,2022,IN,IN,POULT,PROCE,0.03,690.803,1.0,1.0,690.803,0.0,690.803,23026.766667
9602,2022,IN,IN,POULT,SUPPO,0.03,689.41,1.0,1.0,689.41,0.0,689.41,22980.333333
6443,2022,IN,IN,LANDT,PARAF,0.01,688.897,2.0,2.0,688.897,178.76,510.138,68889.7
9271,2022,IN,IN,PLANT,MEAT1,0.03,683.642,1.0,1.0,683.642,0.0,683.642,22788.066667
8700,2022,IN,IN,OILSE,LEATH,0.04,682.575,1.0,1.0,682.575,0.0,682.575,17064.375
11469,2022,IN,IN,SALEM,HEAVY,0.04,681.811,1.0,1.0,681.811,0.0,681.811,17045.275
10637,2022,IN,IN,RAWMI,OFFIC,0.02,676.672,1.0,1.0,676.672,0.0,676.672,33833.6
13151,2022,IN,IN,WHEAT,OFFIC,0.01,672.094,2.0,2.0,672.094,0.0,672.094,67209.4
5796,2022,IN,IN,HOTEL,ELEC7,0.05,667.317,1.0,1.0,667.317,0.0,667.317,13346.34
11504,2022,IN,IN,SALEM,PIGS9,0.04,659.355,1.0,1.0,659.355,0.0,659.355,16483.875
13170,2022,IN,IN,WHEAT,SALEM,0.01,653.446,2.0,2.0,653.446,0.0,653.446,65344.6
13136,2022,IN,IN,WHEAT,LIQUE,0.01,653.222,2.0,2.0,653.222,0.0,653.222,65322.2
13175,2022,IN,IN,WHEAT,TOBAC,0.01,645.545,2.0,2.0,645.545,0.0,645.545,64554.5
13148,2022,IN,IN,WHEAT,NONF1,0.01,642.517,2.0,2.0,642.517,0.0,642.517,64251.7
11452,2022,IN,IN,SALEM,COPP1,0.03,641.277,1.0,1.0,641.277,0.0,641.277,21375.9
9895,2022,IN,IN,PRIVA,COKE1,0.04,639.64,1.0,1.0,639.64,0.0,639.64,15991.0
10647,2022,IN,IN,RAWMI,PREC1,0.02,631.348,1.0,1.0,631.348,0.0,631.348,31567.4
10619,2022,IN,IN,RAWMI,KERO1,0.02,625.82,1.0,1.0,625.82,0.0,625.82,31291.0
11538,2022,IN,IN,SALEM,WHOLE,0.03,622.004,1.0,1.0,622.004,0.0,622.004,20733.466667
13143,2022,IN,IN,WHEAT,MEDIC,0.01,616.985,2.0,2.0,616.985,0.0,616.985,61698.5
8670,2022,IN,IN,OILSE,BITU1,0.04,616.498,1.0,1.0,616.498,0.0,616.498,15412.45
4835,2022,IN,IN,FISHF,LUBRI,0.01,597.555,3.0,3.0,597.555,117.08,480.475,59755.5
13134,2022,IN,IN,WHEAT,KEROS,0.01,593.029,2.0,2.0,593.029,0.0,593.029,59302.9
8736,2022,IN,IN,OILSE,SALEM,0.04,586.299,1.0,1.0,586.299,0.0,586.299,14657.475
10635,2022,IN,IN,RAWMI,NONME,0.02,582.516,1.0,1.0,582.516,0.0,582.516,29125.8
9287,2022,IN,IN,PLANT,PADDY,0.02,578.528,1.0,1.0,578.528,0.0,578.528,28926.4
4804,2022,IN,IN,FISHF,BLAST,0.01,564.237,3.0,3.0,564.237,110.552,453.685,56423.7
10602,2022,IN,IN,RAWMI,COPP1,0.02,558.967,1.0,1.0,558.967,0.0,558.967,27948.35
3317,2022,IN,IN,EDUCA,LEATH,0.01,557.581,2.0,2.0,557.581,0.0,557.581,55758.1
1822,2022,IN,IN,CEREA,OFFIC,0.03,539.434,1.0,1.0,539.434,0.0,539.434,17981.133333
9875,2022,IN,IN,PRIVA,ANIMA,0.04,539.299,1.0,1.0,539.299,0.0,539.299,13482.475
1846,2022,IN,IN,CEREA,SALEM,0.03,539.018,1.0,1.0,539.018,0.0,539.018,17967.266667
8764,2022,IN,IN,PADDY,ELEC4,0.03,533.081,1.0,1.0,533.081,0.0,533.081,17769.366667
8697,2022,IN,IN,OILSE,KERO1,0.03,528.424,1.0,1.0,528.424,0.0,528.424,17614.133333
9976,2022,IN,IN,PRIVA,RECRE,0.04,527.715,1.0,1.0,527.715,0.0,527.715,13192.875
8725,2022,IN,IN,OILSE,PREC1,0.03,527.04,1.0,1.0,527.04,0.0,527.04,17568.0
2773,2022,IN,IN,CROPS,MACHI,0.01,521.958,3.0,3.0,521.958,102.268,419.69,52195.8
9239,2022,IN,IN,PLANT,CEMEN,0.02,518.476,1.0,1.0,518.476,0.0,518.476,25923.8
9986,2022,IN,IN,PRIVA,SECO9,0.04,516.502,1.0,1.0,516.502,0.0,516.502,12912.55
8766,2022,IN,IN,PADDY,ELECT,0.03,515.191,1.0,1.0,515.191,0.0,515.191,17173.033333
4811,2022,IN,IN,FISHF,COKEO,0.01,512.696,3.0,3.0,512.696,100.454,412.243,51269.6
11086,2022,IN,IN,RETA1,IRONO,0.01,495.856,2.0,2.0,495.856,127.311,368.545,49585.6
10636,2022,IN,IN,RAWMI,NONSP,0.02,492.048,1.0,1.0,492.048,0.0,492.048,24602.4
8683,2022,IN,IN,OILSE,ELEC2,0.03,482.057,1.0,1.0,482.057,0.0,482.057,16068.566667
8681,2022,IN,IN,OILSE,COPP1,0.03,465.67,1.0,1.0,465.67,0.0,465.67,15522.333333
9600,2022,IN,IN,POULT,STONE,0.02,464.102,1.0,1.0,464.102,0.0,464.102,23205.1
9910,2022,IN,IN,PRIVA,ELEC3,0.03,462.386,1.0,1.0,462.386,0.0,462.386,15412.866667
5767,2022,IN,IN,HOTEL,BITU1,0.03,462.344,1.0,1.0,462.344,0.0,462.344,15411.466667
12911,2022,IN,IN,VEGET,FOUND,0.0,455.325,4.0,4.0,455.325,126.996,328.329,0.0
10641,2022,IN,IN,RAWMI,PETRO,0.02,454.669,1.0,1.0,454.669,0.0,454.669,22733.45
5816,2022,IN,IN,HOTEL,KERO1,0.03,454.04,1.0,1.0,454.04,0.0,454.04,15134.666667
4832,2022,IN,IN,FISHF,LEAD1,0.01,452.755,3.0,3.0,452.755,88.709,364.046,45275.5
10593,2022,IN,IN,RAWMI,CATTL,0.01,446.27,1.0,1.0,446.27,0.0,446.27,44627.0
5061,2022,IN,IN,FORES,NATUR,0.02,440.139,1.0,1.0,440.139,0.0,440.139,22006.95
9312,2022,IN,IN,PLANT,TOBAC,0.02,433.13,1.0,1.0,433.13,0.0,433.13,21656.5
3348,2022,IN,IN,EDUCA,SANDC,0.01,431.96,2.0,2.0,431.96,0.0,431.96,43196.0
11030,2022,IN,IN,RETA1,AVIAT,0.01,425.633,2.0,2.0,425.633,109.281,316.352,42563.3
9880,2022,IN,IN,PRIVA,BIOG1,0.03,416.441,1.0,1.0,416.441,0.0,416.441,13881.366667
8747,2022,IN,IN,PADDY,93197,0.02,416.129,1.0,1.0,416.129,0.0,416.129,20806.45
8715,2022,IN,IN,OILSE,NONSP,0.03,415.47,1.0,1.0,415.47,0.0,415.47,13849.0
13159,2022,IN,IN,WHEAT,PREC1,0.01,405.347,2.0,2.0,405.347,0.0,405.347,40534.7
3316,2022,IN,IN,EDUCA,KEROS,0.01,403.363,2.0,2.0,403.363,0.0,403.363,40336.3
13129,2022,IN,IN,WHEAT,GLASS,0.01,399.84,2.0,2.0,399.84,0.0,399.84,39984.0
12904,2022,IN,IN,VEGET,ELEC6,0.0,392.781,4.0,4.0,392.781,109.551,283.229,0.0
1831,2022,IN,IN,CEREA,PREC1,0.02,391.682,1.0,1.0,391.682,0.0,391.682,19584.1
3286,2022,IN,IN,EDUCA,CHEM1,0.01,391.099,2.0,2.0,391.099,0.0,391.099,39109.9
11498,2022,IN,IN,SALEM,OFFIC,0.02,389.9,1.0,1.0,389.9,0.0,389.9,19495.0
5025,2022,IN,IN,FORES,CRUDE,0.01,387.022,1.0,1.0,387.022,0.0,387.022,38702.2
1813,2022,IN,IN,CEREA,MEATP,0.02,386.451,1.0,1.0,386.451,0.0,386.451,19322.55
9571,2022,IN,IN,POULT,DAIRY,0.01,385.824,1.0,1.0,385.824,0.0,385.824,38582.4
8721,2022,IN,IN,OILSE,PETRO,0.03,383.307,1.0,1.0,383.307,0.0,383.307,12776.9
1850,2022,IN,IN,CEREA,SUPPO,0.02,378.407,1.0,1.0,378.407,0.0,378.407,18920.35
8731,2022,IN,IN,OILSE,REALE,0.02,372.157,1.0,1.0,372.157,0.0,372.157,18607.85
1837,2022,IN,IN,CEREA,RADIO,0.02,370.696,1.0,1.0,370.696,0.0,370.696,18534.8
5045,2022,IN,IN,FORES,LEAD1,0.01,367.448,1.0,1.0,367.448,0.0,367.448,36744.8
3327,2022,IN,IN,EDUCA,NONME,0.01,367.147,2.0,2.0,367.147,0.0,367.147,36714.7
9309,2022,IN,IN,PLANT,SUGA1,0.01,366.738,1.0,1.0,366.738,0.0,366.738,36673.8
9238,2022,IN,IN,PLANT,CATTL,0.01,366.066,1.0,1.0,366.066,0.0,366.066,36606.6
3320,2022,IN,IN,EDUCA,MEATC,0.01,365.258,2.0,2.0,365.258,0.0,365.258,36525.8
9587,2022,IN,IN,POULT,MOTOR,0.01,365.1,1.0,1.0,365.1,0.0,365.1,36510.0
13117,2022,IN,IN,WHEAT,COPP1,0.01,358.263,2.0,2.0,358.263,0.0,358.263,35826.3
9272,2022,IN,IN,PLANT,MEAT4,0.01,353.115,1.0,1.0,353.115,0.0,353.115,35311.5
5053,2022,IN,IN,FORES,MEATA,0.01,352.847,1.0,1.0,352.847,0.0,352.847,35284.7
2728,2022,IN,IN,CROPS,BASIC,0.0,352.572,3.0,3.0,352.572,69.08,283.492,0.0
4839,2022,IN,IN,FISHF,MEATP,0.0,351.948,3.0,3.0,351.948,68.958,282.99,0.0
10671,2022,IN,IN,RAWMI,WOODW,0.01,350.125,1.0,1.0,350.125,0.0,350.125,35012.5
1820,2022,IN,IN,CEREA,NONME,0.02,349.615,1.0,1.0,349.615,0.0,349.615,17480.75
8671,2022,IN,IN,OILSE,BITUM,0.02,346.346,1.0,1.0,346.346,0.0,346.346,17317.3
1784,2022,IN,IN,CEREA,COPP1,0.02,346.187,1.0,1.0,346.187,0.0,346.187,17309.35
9590,2022,IN,IN,POULT,NONF1,0.01,345.23,1.0,1.0,345.23,0.0,345.23,34523.0
9591,2022,IN,IN,POULT,PAPER,0.01,344.982,1.0,1.0,344.982,0.0,344.982,34498.2
11483,2022,IN,IN,SALEM,MEAT4,0.02,344.4,1.0,1.0,344.4,0.0,344.4,17220.0
9300,2022,IN,IN,PLANT,REALE,0.01,337.082,1.0,1.0,337.082,0.0,337.082,33708.2
8789,2022,IN,IN,PADDY,PIGS9,0.02,330.24,1.0,1.0,330.24,0.0,330.24,16512.0
8767,2022,IN,IN,PADDY,FABRI,0.02,328.824,1.0,1.0,328.824,0.0,328.824,16441.2
11482,2022,IN,IN,SALEM,MEAT1,0.02,328.244,1.0,1.0,328.244,0.0,328.244,16412.2
3284,2022,IN,IN,EDUCA,CERAM,0.01,326.223,2.0,2.0,326.223,0.0,326.223,32622.3
9912,2022,IN,IN,PRIVA,ELEC5,0.02,318.568,1.0,1.0,318.568,0.0,318.568,15928.4
1770,2022,IN,IN,CEREA,BITU1,0.02,317.313,1.0,1.0,317.313,0.0,317.313,15865.65
13225,2022,IN,IN,WHOLE,ELEC6,0.01,316.912,2.0,2.0,316.912,81.367,235.545,31691.2
11431,2022,IN,IN,SALEM,ALUM1,0.02,316.581,1.0,1.0,316.581,0.0,316.581,15829.05
9240,2022,IN,IN,PLANT,CERAM,0.01,316.209,1.0,1.0,316.209,0.0,316.209,31620.9
5842,2022,IN,IN,HOTEL,NONSP,0.02,311.852,1.0,1.0,311.852,0.0,311.852,15592.6
3357,2022,IN,IN,EDUCA,WEARI,0.01,309.264,2.0,2.0,309.264,0.0,309.264,30926.4
8778,2022,IN,IN,PADDY,MEATA,0.02,308.46,1.0,1.0,308.46,0.0,308.46,15423.0
10656,2022,IN,IN,RAWMI,REFIN,0.01,303.467,1.0,1.0,303.467,0.0,303.467,30346.7
12878,2022,IN,IN,VEGET,ALUMI,0.0,301.586,4.0,4.0,301.586,84.116,217.47,0.0
12896,2022,IN,IN,VEGET,COKEO,0.0,300.672,4.0,4.0,300.672,83.861,216.811,0.0
8796,2022,IN,IN,PADDY,PULP5,0.02,299.164,1.0,1.0,299.164,0.0,299.164,14958.2
12935,2022,IN,IN,VEGET,NONFE,0.0,298.705,4.0,4.0,298.705,83.313,215.393,0.0
1858,2022,IN,IN,CEREA,WOODW,0.02,294.709,1.0,1.0,294.709,0.0,294.709,14735.45
13112,2022,IN,IN,WHEAT,CEMEN,0.01,292.555,2.0,2.0,292.555,0.0,292.555,29255.5
9885,2022,IN,IN,PRIVA,BLAST,0.02,288.445,1.0,1.0,288.445,0.0,288.445,14422.25
5848,2022,IN,IN,HOTEL,PETRO,0.02,282.686,1.0,1.0,282.686,0.0,282.686,14134.3
10659,2022,IN,IN,RAWMI,RETAI,0.01,281.826,1.0,1.0,281.826,0.0,281.826,28182.6
13131,2022,IN,IN,WHEAT,HEAVY,0.01,280.133,2.0,2.0,280.133,0.0,280.133,28013.3
3355,2022,IN,IN,EDUCA,VEGE1,0.01,275.375,2.0,2.0,275.375,0.0,275.375,27537.5
9566,2022,IN,IN,POULT,BITUM,0.01,275.357,1.0,1.0,275.357,0.0,275.357,27535.7
1802,2022,IN,IN,CEREA,KERO1,0.01,271.986,1.0,1.0,271.986,0.0,271.986,27198.6
9274,2022,IN,IN,PLANT,MEATC,0.01,268.192,1.0,1.0,268.192,0.0,268.192,26819.2
10582,2022,IN,IN,RAWMI,ALUM1,0.01,267.718,1.0,1.0,267.718,0.0,267.718,26771.8
9251,2022,IN,IN,PLANT,ELEC2,0.01,266.52,1.0,1.0,266.52,0.0,266.52,26652.0
5047,2022,IN,IN,FORES,LIGNI,0.01,263.36,1.0,1.0,263.36,0.0,263.36,26336.0
10624,2022,IN,IN,RAWMI,LUBRI,0.01,261.024,1.0,1.0,261.024,0.0,261.024,26102.4
9232,2022,IN,IN,PLANT,BASIC,0.01,257.933,1.0,1.0,257.933,0.0,257.933,25793.3
5808,2022,IN,IN,HOTEL,GASWO,0.02,257.061,1.0,1.0,257.061,0.0,257.061,12853.05
8732,2022,IN,IN,OILSE,REFIN,0.02,256.238,1.0,1.0,256.238,0.0,256.238,12811.9
9273,2022,IN,IN,PLANT,MEATA,0.01,255.672,1.0,1.0,255.672,0.0,255.672,25567.2
8754,2022,IN,IN,PADDY,CATTL,0.01,251.614,1.0,1.0,251.614,0.0,251.614,25161.4
2791,2022,IN,IN,CROPS,OILSE,0.0,241.096,3.0,3.0,241.096,47.238,193.858,0.0
4846,2022,IN,IN,FISHF,NONF1,0.0,238.16,3.0,3.0,238.16,46.663,191.497,0.0
11476,2022,IN,IN,SALEM,LEADZ,0.01,238.142,1.0,1.0,238.142,0.0,238.142,23814.2
9576,2022,IN,IN,POULT,FURNI,0.01,233.988,1.0,1.0,233.988,0.0,233.988,23398.8
11459,2022,IN,IN,SALEM,ELEC1,0.01,230.56,1.0,1.0,230.56,0.0,230.56,23056.0
1833,2022,IN,IN,CEREA,PRIVA,0.01,228.856,1.0,1.0,228.856,0.0,228.856,22885.6
11472,2022,IN,IN,SALEM,KERO1,0.01,227.019,1.0,1.0,227.019,0.0,227.019,22701.9
5027,2022,IN,IN,FORES,ELEC1,0.01,226.562,1.0,1.0,226.562,0.0,226.562,22656.2
11456,2022,IN,IN,SALEM,DIST1,0.01,225.655,1.0,1.0,225.655,0.0,225.655,22565.5
10599,2022,IN,IN,RAWMI,COKEO,0.01,223.964,1.0,1.0,223.964,0.0,223.964,22396.4
8663,2022,IN,IN,OILSE,ALUM1,0.01,223.327,1.0,1.0,223.327,0.0,223.327,22332.7
8702,2022,IN,IN,OILSE,LUBRI,0.01,220.403,1.0,1.0,220.403,0.0,220.403,22040.3
9564,2022,IN,IN,POULT,BIODI,0.01,218.239,1.0,1.0,218.239,0.0,218.239,21823.9
1821,2022,IN,IN,CEREA,NONSP,0.01,213.843,1.0,1.0,213.843,0.0,213.843,21384.3
9236,2022,IN,IN,PLANT,BITU1,0.01,211.538,1.0,1.0,211.538,0.0,211.538,21153.8
3336,2022,IN,IN,EDUCA,PRIVA,0.01,208.11,2.0,2.0,208.11,0.0,208.11,20811.0
3309,2022,IN,IN,EDUCA,GASWO,0.01,207.33,2.0,2.0,207.33,0.0,207.33,20733.0
9307,2022,IN,IN,PLANT,SECO9,0.01,203.139,1.0,1.0,203.139,0.0,203.139,20313.9
11497,2022,IN,IN,SALEM,NONSP,0.01,201.36,1.0,1.0,201.36,0.0,201.36,20136.0
9264,2022,IN,IN,PLANT,KERO1,0.01,199.256,1.0,1.0,199.256,0.0,199.256,19925.6
9960,2022,IN,IN,PRIVA,PARAF,0.01,197.607,1.0,1.0,197.607,0.0,197.607,19760.7
1825,2022,IN,IN,CEREA,PETRO,0.01,197.5,1.0,1.0,197.5,0.0,197.5,19750.0
8797,2022,IN,IN,PADDY,REALE,0.01,194.126,1.0,1.0,194.126,0.0,194.126,19412.6
5864,2022,IN,IN,HOTEL,REFIN,0.01,191.763,1.0,1.0,191.763,0.0,191.763,19176.3
8678,2022,IN,IN,OILSE,COKEO,0.01,186.209,1.0,1.0,186.209,0.0,186.209,18620.9
13149,2022,IN,IN,WHEAT,NONME,0.0,185.026,2.0,2.0,185.026,0.0,185.026,0.0
13172,2022,IN,IN,WHEAT,SUGA1,0.0,181.036,2.0,2.0,181.036,0.0,181.036,0.0
2784,2022,IN,IN,CROPS,NATU1,0.0,180.202,3.0,3.0,180.202,35.307,144.895,0.0
2794,2022,IN,IN,CROPS,PARAF,0.0,179.697,3.0,3.0,179.697,35.208,144.488,0.0
11526,2022,IN,IN,SALEM,STONE,0.01,176.122,1.0,1.0,176.122,0.0,176.122,17612.2
8672,2022,IN,IN,OILSE,BLAST,0.01,174.679,1.0,1.0,174.679,0.0,174.679,17467.9
8783,2022,IN,IN,PADDY,NFERT,0.01,171.832,1.0,1.0,171.832,0.0,171.832,17183.2
13102,2022,IN,IN,WHEAT,ALUM1,0.0,171.651,2.0,2.0,171.651,0.0,171.651,0.0
13287,2022,IN,IN,WHOLE,PRIVA,0.0,171.052,2.0,2.0,171.052,43.918,127.135,0.0
8802,2022,IN,IN,PADDY,RUBBE,0.01,170.864,1.0,1.0,170.864,0.0,170.864,17086.4
8785,2022,IN,IN,PADDY,OFFIC,0.01,166.754,1.0,1.0,166.754,0.0,166.754,16675.4
1763,2022,IN,IN,CEREA,ALUM1,0.01,165.792,1.0,1.0,165.792,0.0,165.792,16579.2
9284,2022,IN,IN,PLANT,NONSP,0.01,165.733,1.0,1.0,165.733,0.0,165.733,16573.3
5824,2022,IN,IN,HOTEL,LUBRI,0.01,165.533,1.0,1.0,165.533,0.0,165.533,16553.3
12881,2022,IN,IN,VEGET,BASIC,0.0,164.985,4.0,4.0,164.985,46.017,118.969,0.0
10600,2022,IN,IN,RAWMI,COKIN,0.01,161.225,1.0,1.0,161.225,0.0,161.225,16122.5
4822,2022,IN,IN,FISHF,FOUND,0.0,158.888,3.0,3.0,158.888,31.131,127.757,0.0
4799,2022,IN,IN,FISHF,BASIC,0.0,158.496,3.0,3.0,158.496,31.054,127.442,0.0
11517,2022,IN,IN,SALEM,REALE,0.01,155.587,1.0,1.0,155.587,0.0,155.587,15558.7
9567,2022,IN,IN,POULT,CATTL,0.01,153.125,1.0,1.0,153.125,0.0,153.125,15312.5
4829,2022,IN,IN,FISHF,IRONO,0.0,153.045,3.0,3.0,153.045,29.986,123.059,0.0
